"time","geo","unit","statinfo","hhcomp","hhcomp_label","statinfo_label","unit_label","value","flag"
2000,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",11000,
2001,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",11036,
2003,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",12221,"b"
2004,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",11938,
2005,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",12875,
2006,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",12339,
2007,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",12555,
2008,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",13591,
2009,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",12912,
2010,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",12287,
2011,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",13168,
2012,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",9837,
2013,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",9860,
2014,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",9684,
2015,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",10069,
2016,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",9865,
2017,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",9983,
2018,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",10105,
2019,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",11440,
2020,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",12061,
2021,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",11326,
2022,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",11780,
2023,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",12523,
2024,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",13235,
2025,"EL","PPS","MED_EI","A2_DCH1","Two adults with one dependent child","Median equivalised income","Purchasing power standard (PPS)",14953,
1995,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",6446,
1996,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",6900,
1997,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",7747,
1998,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",8236,
1999,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",8213,
2000,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",8606,
2001,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",8842,
2003,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",9916,"b"
2004,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",10368,
2005,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",11156,
2006,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",11579,
2007,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",11575,
2008,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",12831,
2009,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",12977,
2010,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",13709,
2011,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",12239,
2012,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",10407,
2013,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",9565,
2014,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",9329,
2015,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",8973,
2016,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",8956,
2017,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",8938,
2018,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",9020,
2019,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",9370,
2020,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",9856,
2021,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",9945,
2022,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",10525,
2023,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",10959,
2024,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",11981,
2025,"EL","EUR","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Euro",12292,
1995,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",5515,
1996,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",6210,
1997,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",7031,
1998,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",7567,
1999,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",8068,
2000,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",8329,
2001,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",8842,
2003,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",9916,"b"
2004,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",10368,
2005,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",11156,
2006,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",11579,
2007,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",11575,
2008,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",12831,
2009,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",12977,
2010,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",13709,
2011,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",12239,
2012,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",10407,
2013,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",9565,
2014,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",9329,
2015,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",8973,
2016,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",8956,
2017,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",8938,
2018,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",9020,
2019,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",9370,
2020,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",9856,
2021,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",9945,
2022,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",10525,
2023,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",10959,
2024,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",11981,
2025,"EL","NAC","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","National currency",12292,
1995,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",8296,
1996,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",8840,
1997,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",9618,
1998,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",9948,
1999,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",10246,
2000,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",10964,
2001,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",11286,
2003,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",12366,"b"
2004,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",12073,
2005,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",12735,
2006,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",13121,
2007,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",12999,
2008,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",14295,
2009,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",14253,
2010,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",14438,
2011,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",12955,
2012,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",11008,
2013,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",10335,
2014,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",10536,
2015,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",10503,
2016,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",10804,
2017,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",10626,
2018,"EL","PPS","MEAN_EI","A2_DCH2","Two adults with two dependent children","Mean equivalised income","Purchasing power standard (PPS)",10604,
