"time","geo","age","sex","income","unit","statinfo","statinfo_label","unit_label","income_label","sex_label","age_label","value","flag"
2008,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",202,
2009,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",182,
2010,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",200,
2011,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",206,
2012,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",216,
2014,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",205,
2015,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",186,
2016,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",199,
2017,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",186,
2018,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",175,
2019,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",164,
2020,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",171,
2021,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",167,
2022,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",160,
2023,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",133,
2024,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",115,
2025,"EL","Y_LT18","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","Less than 18 years",113,
2003,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",843,
2004,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",897,
2005,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",843,
2006,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",832,
2007,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",864,
2008,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",860,
2009,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",849,
2010,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",862,
2011,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",830,
2012,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",806,
2014,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",794,
2015,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",815,
2016,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",835,
2017,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",787,
2018,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",762,
2019,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",768,
2020,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",744,
2021,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",748,
2022,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",726,
2023,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",672,
2024,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",685,
2025,"EL","Y18-64","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","From 18 to 64 years",649,
2003,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",140,
2004,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",137,
2005,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",143,
2006,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",114,
2007,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",134,
2008,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",140,
2009,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",145,
2010,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",126,
2011,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",148,
2012,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",216,
2014,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",209,
2015,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",221,
2016,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",223,
2017,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",226,
2018,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",217,
2019,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",220,
2020,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",238,
2021,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",244,
2022,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",237,
2023,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",208,
2024,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",185,
2025,"EL","Y_GE65","F","PC_GE130","THS_PER","MEAN","Mean income","Thousand persons","130 percent or over","Females","65 years or over",158,
2003,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",1969,
2004,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",2113,
2005,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",2047,
2006,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",1994,
2007,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",2039,
2008,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",2002,
2009,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",1968,
2010,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",1878,
2011,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",2050,
2012,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",2078,
2014,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",2003,
2015,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",2020,
2016,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",2078,
2017,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",1956,
2018,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",1848,
2019,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",1867,
2020,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",1843,
2021,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",1861,
2022,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",1806,
2023,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",1630,
2024,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",1536,
2025,"EL","TOTAL","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Total",1466,
2003,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",356,
2004,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",414,
2005,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",396,
2006,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",379,
2007,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",350,
2008,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",343,
2009,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",317,
2010,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",299,
2011,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",342,
2012,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",339,
2014,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",341,
2015,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",304,
2016,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",327,
2017,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",305,
2018,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",262,
2019,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",263,
2020,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",257,
2021,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",242,
2022,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",236,
2023,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",220,
2024,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",194,
2025,"EL","Y_LT18","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","Less than 18 years",179,
2003,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1414,
2004,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1485,
2005,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1434,
2006,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1437,
2007,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1468,
2008,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1425,
2009,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1436,
2010,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1373,
2011,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1456,
2012,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1375,
2014,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1343,
2015,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1376,
2016,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1384,
2017,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1300,
2018,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1245,
2019,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1259,
2020,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1203,
2021,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1217,
2022,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1170,
2023,"EL","Y18-64","T","PC_GE140","THS_PER","MEAN","Mean income","Thousand persons","140 percent or over","Total","From 18 to 64 years",1086,
